Exch,ExchType,Scripcode,Name,Expiry,Root,Symbol,StrikePrice,OptonType,LTP,OI,OI_Change,OI_START,OI_Prev,Ch,Ch_Diff
N,D,134996,INTELLECT 25 Aug 2022 PE 660.00,2022-08-25 14:30:00,INTELLECT,INTELLECT,660.0,PE,632.0,2250,750,2250,750,-66.67,1500
N,D,132391,HEROMOTOCO 25 Aug 2022 CE 2820.00,2022-08-25 14:30:00,HEROMOTOCO,HEROMOTOCO,2820.0,CE,2818.0,79500,35700,78900,35700,-55.09,43800
N,D,133555,ICICIGI 25 Aug 2022 CE 1300.00,2022-08-25 14:30:00,ICICIGI,ICICIGI,1300.0,CE,1298.0,223125,101575,223125,102000,-54.48,121550
N,D,132179,HDFCLIFE 25 Aug 2022 CE 565.00,2022-08-25 14:30:00,HDFCLIFE,HDFCLIFE,565.0,CE,571.0,344300,158400,188100,158400,-53.99,185900
N,D,132181,HDFCLIFE 25 Aug 2022 CE 570.00,2022-08-25 14:30:00,HDFCLIFE,HDFCLIFE,570.0,CE,571.0,960300,455400,866800,455400,-52.58,504900
N,D,135887,JUBLFOOD 25 Aug 2022 CE 580.00,2022-08-25 14:30:00,JUBLFOOD,JUBLFOOD,580.0,CE,584.0,802500,385000,798750,387500,-52.02,417500
N,D,147094,PEL 25 Aug 2022 CE 1920.00,2022-08-25 14:30:00,PEL,PEL,1920.0,CE,1925.45,119350,58300,119075,58850,-51.15,61050
N,D,136769,LTTS 25 Aug 2022 CE 3700.00,2022-08-25 14:30:00,LTTS,LTTS,3700.0,CE,3679.95,73200,36800,70000,36800,-49.73,36400
N,D,135889,JUBLFOOD 25 Aug 2022 CE 590.00,2022-08-25 14:30:00,JUBLFOOD,JUBLFOOD,590.0,CE,584.0,1077500,545000,1077500,565000,-49.42,532500
N,D,137919,MFSL 25 Aug 2022 CE 820.00,2022-08-25 14:30:00,MFSL,MFSL,820.0,CE,814.6,100750,51350,100750,52650,-49.03,49400
N,D,125543,HDFCAMC 25 Aug 2022 PE 2220.00,2022-08-25 14:30:00,HDFCAMC,HDFCAMC,2220.0,PE,2184.55,5100,2700,5100,2700,-47.06,2400
N,D,147358,PERSISTENT 25 Aug 2022 CE 3750.00,2022-08-25 14:30:00,PERSISTENT,PERSISTENT,3750.0,CE,3735.0,20100,10650,20100,10650,-47.01,9450
N,D,95430,BAJAJFINSV 25 Aug 2022 CE 15750.00,2022-08-25 14:30:00,BAJAJFINSV,BAJAJFINSV,15750.0,CE,15930.0,27750,14850,27750,14850,-46.49,12900
N,D,122232,LTTS 25 Aug 2022 CE 3650.00,2022-08-25 14:30:00,LTTS,LTTS,3650.0,CE,3679.95,18600,10600,18000,10600,-43.01,8000
N,D,96646,BAJFINANCE 25 Aug 2022 CE 7300.00,2022-08-25 14:30:00,BAJFINANCE,BAJFINANCE,7300.0,CE,7286.0,280125,159750,280875,162750,-42.97,120375
N,D,84476,ACC 25 Aug 2022 CE 2280.00,2022-08-25 14:30:00,ACC,ACC,2280.0,CE,2271.0,138750,83250,138500,83250,-40.0,55500
N,D,132185,HDFCLIFE 25 Aug 2022 CE 580.00,2022-08-25 14:30:00,HDFCLIFE,HDFCLIFE,580.0,CE,571.0,987800,592900,959200,601700,-39.98,394900
N,D,141797,SBICARD 25 Aug 2022 CE 960.00,2022-08-25 14:30:00,SBICARD,SBICARD,960.0,CE,970.9,172800,104000,172000,111200,-39.81,68800
N,D,132183,HDFCLIFE 25 Aug 2022 CE 575.00,2022-08-25 14:30:00,HDFCLIFE,HDFCLIFE,575.0,CE,571.0,249700,150700,253000,149600,-39.65,99000
N,D,110118,CANFINHOME 25 Aug 2022 CE 610.00,2022-08-25 14:30:00,CANFINHOME,CANFINHOME,610.0,CE,616.25,522600,316875,517725,316875,-39.37,205725
N,D,136767,LTTS 25 Aug 2022 CE 3600.00,2022-08-25 14:30:00,LTTS,LTTS,3600.0,CE,3679.95,69000,42200,69200,42200,-38.84,26800
N,D,133095,HINDUNILVR 25 Aug 2022 CE 2660.00,2022-08-25 14:30:00,HINDUNILVR,HINDUNILVR,2660.0,CE,2646.2,272700,168300,274500,169500,-38.28,104400
